fecha,pais,id_campaña,canal,gasto
2025-01-04,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,1025.27
2025-01-04,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,964.01
2025-01-05,MEXICO,ORGANIC_MEXICO,ORGANIC,551.18
2025-01-05,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,1023.54
2025-01-05,MEXICO,SOCIAL_MEXICO,SOCIAL,2337.62
2025-01-05,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,2082.49
2025-01-05,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,2519.19
2025-01-05,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,1297.61
2025-01-05,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,2733.78
2025-01-05,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,727.99
2025-01-05,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,765.51
2025-01-06,MEXICO,ORGANIC_MEXICO,ORGANIC,1258.58
2025-01-06,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,2832.68
2025-01-06,MEXICO,SOCIAL_MEXICO,SOCIAL,2255.35
2025-01-06,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,1963.21
2025-01-06,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,2722.75
2025-01-06,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,2865.75
2025-01-06,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,2356.84
2025-01-06,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,1572.76
2025-01-06,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,532.18
2025-01-07,MEXICO,ORGANIC_MEXICO,ORGANIC,2515.54
2025-01-07,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,1133.93
2025-01-07,MEXICO,SOCIAL_MEXICO,SOCIAL,1994.01
2025-01-07,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,1869.52
2025-01-07,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,1959.43
2025-01-07,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,2239.17
2025-01-07,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,1682.92
2025-01-07,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,2181.47
2025-01-07,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,1265.21
2025-01-08,MEXICO,ORGANIC_MEXICO,ORGANIC,2879.73
2025-01-08,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,1003.16
2025-01-08,MEXICO,SOCIAL_MEXICO,SOCIAL,1147.28
2025-01-08,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,2297.81
2025-01-08,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,1949.01
2025-01-08,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,2038.05
2025-01-08,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,1725.48
2025-01-08,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,2558.56
2025-01-08,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,2136.17
2025-01-09,MEXICO,ORGANIC_MEXICO,ORGANIC,2649.2
2025-01-09,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,1993.03
2025-01-09,MEXICO,SOCIAL_MEXICO,SOCIAL,2144.51
2025-01-09,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,1560.15
2025-01-09,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,1114.57
2025-01-09,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,935.34
2025-01-09,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,2418.51
2025-01-09,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,2456.48
2025-01-09,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,1398.62
2025-01-10,MEXICO,ORGANIC_MEXICO,ORGANIC,2468.1
2025-01-10,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,2625.72
2025-01-10,MEXICO,SOCIAL_MEXICO,SOCIAL,2722.09
2025-01-10,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,1891.16
2025-01-10,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,2563.75
2025-01-10,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,2625.36
2025-01-10,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,2169.85
2025-01-10,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,2767.74
2025-01-10,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,799.02
2025-01-11,MEXICO,ORGANIC_MEXICO,ORGANIC,2383.14
2025-01-11,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,2096.82
2025-01-11,MEXICO,SOCIAL_MEXICO,SOCIAL,2459.36
2025-01-11,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,683.97
2025-01-11,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,1555.56
2025-01-11,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,2210.19
2025-01-11,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,1321.93
2025-01-11,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,1734.96
2025-01-11,ARGENTINA,SOCIAL_ARGENTINA,DESCONOCIDO,849.7
2025-01-12,MEXICO,ORGANIC_MEXICO,DESCONOCIDO,2033.56
2025-01-12,MEXICO,PAID_SEARCH_MEXICO,DESCONOCIDO,1260.65
2025-01-12,MEXICO,SOCIAL_MEXICO,DESCONOCIDO,1660.9
2025-01-12,COLOMBIA,ORGANIC_COLOMBIA,DESCONOCIDO,1819.27
2025-01-12,COLOMBIA,PAID_SEARCH_COLOMBIA,DESCONOCIDO,1583.33
2025-01-12,COLOMBIA,SOCIAL_COLOMBIA,DESCONOCIDO,712.64
2025-01-12,ARGENTINA,ORGANIC_ARGENTINA,DESCONOCIDO,1860.4
2025-01-12,ARGENTINA,PAID_SEARCH_ARGENTINA,DESCONOCIDO,885.06
2025-01-12,ARGENTINA,SOCIAL_ARGENTINA,DESCONOCIDO,2253.77
2025-01-13,MEXICO,ORGANIC_MEXICO,DESCONOCIDO,2830.76
2025-01-13,MEXICO,PAID_SEARCH_MEXICO,DESCONOCIDO,2797.38
2025-01-13,MEXICO,SOCIAL_MEXICO,DESCONOCIDO,1701.42
2025-01-13,COLOMBIA,ORGANIC_COLOMBIA,DESCONOCIDO,1883.89
2025-01-13,COLOMBIA,PAID_SEARCH_COLOMBIA,DESCONOCIDO,1151.34
2025-01-13,COLOMBIA,SOCIAL_COLOMBIA,DESCONOCIDO,2261.13
2025-01-13,ARGENTINA,ORGANIC_ARGENTINA,DESCONOCIDO,833.13
2025-01-13,ARGENTINA,PAID_SEARCH_ARGENTINA,DESCONOCIDO,2961.96
2025-01-13,ARGENTINA,SOCIAL_ARGENTINA,DESCONOCIDO,2797.14
2025-01-14,MEXICO,ORGANIC_MEXICO,DESCONOCIDO,2201.4
2025-01-14,MEXICO,PAID_SEARCH_MEXICO,DESCONOCIDO,2892.28
2025-01-14,MEXICO,SOCIAL_MEXICO,DESCONOCIDO,608.76
2025-01-14,COLOMBIA,ORGANIC_COLOMBIA,DESCONOCIDO,505.28
2025-01-14,COLOMBIA,PAID_SEARCH_COLOMBIA,DESCONOCIDO,963.54
2025-01-14,COLOMBIA,SOCIAL_COLOMBIA,DESCONOCIDO,2847.73
2025-01-14,ARGENTINA,ORGANIC_ARGENTINA,DESCONOCIDO,1095.33
2025-01-14,ARGENTINA,PAID_SEARCH_ARGENTINA,DESCONOCIDO,2189.47
2025-01-14,ARGENTINA,SOCIAL_ARGENTINA,DESCONOCIDO,2631.69
2025-01-15,MEXICO,ORGANIC_MEXICO,DESCONOCIDO,1167.14
2025-01-15,MEXICO,PAID_SEARCH_MEXICO,DESCONOCIDO,2823.15
2025-01-15,MEXICO,SOCIAL_MEXICO,DESCONOCIDO,1084.78
2025-01-15,COLOMBIA,ORGANIC_COLOMBIA,DESCONOCIDO,667.39
2025-01-15,COLOMBIA,PAID_SEARCH_COLOMBIA,DESCONOCIDO,1128.85
2025-01-15,COLOMBIA,SOCIAL_COLOMBIA,DESCONOCIDO,1679.7
2025-01-15,ARGENTINA,ORGANIC_ARGENTINA,DESCONOCIDO,747.9
2025-01-15,ARGENTINA,PAID_SEARCH_ARGENTINA,DESCONOCIDO,1540.62
2025-01-15,ARGENTINA,SOCIAL_ARGENTINA,DESCONOCIDO,1384.05
2025-01-16,MEXICO,ORGANIC_MEXICO,DESCONOCIDO,2585.86
2025-01-16,MEXICO,PAID_SEARCH_MEXICO,DESCONOCIDO,1456.54
2025-01-16,MEXICO,SOCIAL_MEXICO,DESCONOCIDO,1240.29
2025-01-16,COLOMBIA,ORGANIC_COLOMBIA,DESCONOCIDO,675.53
2025-01-16,COLOMBIA,PAID_SEARCH_COLOMBIA,DESCONOCIDO,2648.43
2025-01-16,COLOMBIA,SOCIAL_COLOMBIA,DESCONOCIDO,2774.72
2025-01-16,ARGENTINA,ORGANIC_ARGENTINA,DESCONOCIDO,1877.06
2025-01-16,ARGENTINA,PAID_SEARCH_ARGENTINA,DESCONOCIDO,1547.25
2025-01-16,ARGENTINA,SOCIAL_ARGENTINA,DESCONOCIDO,1516.37
2025-01-17,MEXICO,ORGANIC_MEXICO,DESCONOCIDO,2051.66
2025-01-17,MEXICO,PAID_SEARCH_MEXICO,DESCONOCIDO,2085.11
2025-01-17,MEXICO,SOCIAL_MEXICO,DESCONOCIDO,538.06
2025-01-17,COLOMBIA,ORGANIC_COLOMBIA,DESCONOCIDO,1865.64
2025-01-17,COLOMBIA,PAID_SEARCH_COLOMBIA,DESCONOCIDO,1563.39
2025-01-17,COLOMBIA,SOCIAL_COLOMBIA,DESCONOCIDO,1676.54
2025-01-17,ARGENTINA,ORGANIC_ARGENTINA,DESCONOCIDO,1288.03
2025-01-17,ARGENTINA,PAID_SEARCH_ARGENTINA,DESCONOCIDO,2395.4
2025-01-17,ARGENTINA,SOCIAL_ARGENTINA,DESCONOCIDO,2998.3
2025-01-18,MEXICO,ORGANIC_MEXICO,DESCONOCIDO,2406.04
2025-01-18,MEXICO,PAID_SEARCH_MEXICO,DESCONOCIDO,1528.64
2025-01-18,MEXICO,SOCIAL_MEXICO,DESCONOCIDO,573.56
2025-01-18,COLOMBIA,ORGANIC_COLOMBIA,DESCONOCIDO,2465.84
2025-01-18,COLOMBIA,PAID_SEARCH_COLOMBIA,DESCONOCIDO,516.71
2025-01-18,COLOMBIA,SOCIAL_COLOMBIA,DESCONOCIDO,2177.01
2025-01-18,ARGENTINA,ORGANIC_ARGENTINA,DESCONOCIDO,2078.19
2025-01-18,ARGENTINA,PAID_SEARCH_ARGENTINA,DESCONOCIDO,1847.66
2025-01-18,ARGENTINA,SOCIAL_ARGENTINA,DESCONOCIDO,1781.79
2025-01-19,MEXICO,ORGANIC_MEXICO,DESCONOCIDO,1694.42
2025-01-19,MEXICO,PAID_SEARCH_MEXICO,DESCONOCIDO,1673.86
2025-01-19,MEXICO,SOCIAL_MEXICO,DESCONOCIDO,1019.59
2025-01-19,COLOMBIA,ORGANIC_COLOMBIA,DESCONOCIDO,1997.42
2025-01-19,COLOMBIA,PAID_SEARCH_COLOMBIA,DESCONOCIDO,2775.67
2025-01-19,COLOMBIA,SOCIAL_COLOMBIA,DESCONOCIDO,524.35
2025-01-19,ARGENTINA,ORGANIC_ARGENTINA,DESCONOCIDO,2955.37
2025-01-19,ARGENTINA,PAID_SEARCH_ARGENTINA,DESCONOCIDO,808.1
2025-01-19,ARGENTINA,SOCIAL_ARGENTINA,DESCONOCIDO,2916.82
2025-01-20,MEXICO,ORGANIC_MEXICO,DESCONOCIDO,547.62
2025-01-20,MEXICO,PAID_SEARCH_MEXICO,DESCONOCIDO,1829.4
2025-01-20,MEXICO,SOCIAL_MEXICO,DESCONOCIDO,1623.59
2025-01-20,COLOMBIA,ORGANIC_COLOMBIA,DESCONOCIDO,2560.31
2025-01-20,COLOMBIA,PAID_SEARCH_COLOMBIA,DESCONOCIDO,2147.63
2025-01-20,COLOMBIA,SOCIAL_COLOMBIA,DESCONOCIDO,1741.74
2025-01-20,ARGENTINA,ORGANIC_ARGENTINA,DESCONOCIDO,1400.26
2025-01-20,ARGENTINA,PAID_SEARCH_ARGENTINA,DESCONOCIDO,1460.45
2025-01-20,ARGENTINA,SOCIAL_ARGENTINA,DESCONOCIDO,1624.49
2025-01-21,MEXICO,ORGANIC_MEXICO,DESCONOCIDO,2317.14
2025-01-21,MEXICO,PAID_SEARCH_MEXICO,DESCONOCIDO,1879.56
2025-01-21,MEXICO,SOCIAL_MEXICO,DESCONOCIDO,2676.76
2025-01-21,COLOMBIA,ORGANIC_COLOMBIA,DESCONOCIDO,824.07
2025-01-21,COLOMBIA,PAID_SEARCH_COLOMBIA,DESCONOCIDO,1245.46
2025-01-21,COLOMBIA,SOCIAL_COLOMBIA,DESCONOCIDO,1819.7
2025-01-21,ARGENTINA,ORGANIC_ARGENTINA,DESCONOCIDO,807.86
2025-01-21,ARGENTINA,PAID_SEARCH_ARGENTINA,DESCONOCIDO,2913.81
2025-01-21,ARGENTINA,SOCIAL_ARGENTINA,DESCONOCIDO,1474.39
2025-01-22,MEXICO,ORGANIC_MEXICO,DESCONOCIDO,2244.54
2025-01-22,MEXICO,PAID_SEARCH_MEXICO,DESCONOCIDO,2421.21
2025-01-22,MEXICO,SOCIAL_MEXICO,DESCONOCIDO,2286.56
2025-01-22,COLOMBIA,ORGANIC_COLOMBIA,DESCONOCIDO,2289.19
2025-01-22,COLOMBIA,PAID_SEARCH_COLOMBIA,DESCONOCIDO,1719.74
2025-01-22,COLOMBIA,SOCIAL_COLOMBIA,DESCONOCIDO,772.46
2025-01-22,ARGENTINA,ORGANIC_ARGENTINA,DESCONOCIDO,1562.61
2025-01-22,ARGENTINA,PAID_SEARCH_ARGENTINA,DESCONOCIDO,644.34
2025-01-22,ARGENTINA,SOCIAL_ARGENTINA,DESCONOCIDO,2544.66
2025-01-23,MEXICO,ORGANIC_MEXICO,DESCONOCIDO,2977.84
2025-01-23,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,2763.14
2025-01-23,MEXICO,SOCIAL_MEXICO,SOCIAL,2787.05
2025-01-23,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,2438.53
2025-01-23,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,2834.32
2025-01-23,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,1741.55
2025-01-23,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,1318.27
2025-01-23,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,2025.48
2025-01-23,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,2264.63
2025-01-24,MEXICO,ORGANIC_MEXICO,ORGANIC,1072.29
2025-01-24,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,1903.1
2025-01-24,MEXICO,SOCIAL_MEXICO,SOCIAL,1866.07
2025-01-24,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,1017.68
2025-01-24,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,2690.33
2025-01-24,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,979.16
2025-01-24,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,2844.43
2025-01-24,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,723.81
2025-01-24,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,840.07
2025-01-25,MEXICO,ORGANIC_MEXICO,ORGANIC,635.56
2025-01-25,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,723.6
2025-01-25,MEXICO,SOCIAL_MEXICO,SOCIAL,2488.53
2025-01-25,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,2182.07
2025-01-25,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,1469.03
2025-01-25,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,2561.18
2025-01-25,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,706.53
2025-01-25,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,1341.83
2025-01-25,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,1963.42
2025-01-26,MEXICO,ORGANIC_MEXICO,ORGANIC,1961.97
2025-01-26,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,2910.94
2025-01-26,MEXICO,SOCIAL_MEXICO,SOCIAL,677.09
2025-01-26,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,2648.86
2025-01-26,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,1384.99
2025-01-26,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,1546.59
2025-01-26,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,790.43
2025-01-26,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,714.67
2025-01-26,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,1917.29
2025-01-27,MEXICO,ORGANIC_MEXICO,ORGANIC,2383.62
2025-01-27,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,1658.58
2025-01-27,MEXICO,SOCIAL_MEXICO,SOCIAL,2188.09
2025-01-27,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,2796.75
2025-01-27,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,1670.47
2025-01-27,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,2609.79
2025-01-27,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,2638.37
2025-01-27,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,1057.81
2025-01-27,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,1314.09
2025-01-28,MEXICO,ORGANIC_MEXICO,ORGANIC,1632.92
2025-01-28,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,2647.79
2025-01-28,MEXICO,SOCIAL_MEXICO,SOCIAL,1866.41
2025-01-28,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,2267.3
2025-01-28,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,1815.67
2025-01-28,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,2860.02
2025-01-28,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,2076.26
2025-01-28,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,2752.23
2025-01-28,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,2401.3
2025-01-29,MEXICO,ORGANIC_MEXICO,ORGANIC,1725.01
2025-01-29,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,691.54
2025-01-29,MEXICO,SOCIAL_MEXICO,SOCIAL,2005.1
2025-01-29,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,631.74
2025-01-29,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,2133.11
2025-01-29,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,1980.84
2025-01-29,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,653.88
2025-01-29,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,2534.82
2025-01-29,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,1400.08
2025-01-30,MEXICO,ORGANIC_MEXICO,ORGANIC,1765.35
2025-01-30,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,1074.75
2025-01-30,MEXICO,SOCIAL_MEXICO,SOCIAL,2735.72
2025-01-30,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,1448.99
2025-01-30,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,2969.52
2025-01-30,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,639.94
2025-01-30,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,2800.95
2025-01-30,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,1586.83
2025-01-30,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,952.75
2025-01-31,MEXICO,ORGANIC_MEXICO,ORGANIC,2058.61
2025-01-31,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,2068.31
2025-01-31,MEXICO,SOCIAL_MEXICO,SOCIAL,2023.55
2025-01-31,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,2477.19
2025-01-31,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,2596.02
2025-01-31,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,549.75
2025-01-31,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,1154.39
2025-01-31,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,2531.97
2025-01-31,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,2312.87
2025-02-01,MEXICO,ORGANIC_MEXICO,ORGANIC,2969.66
2025-02-01,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,928.49
2025-02-01,MEXICO,SOCIAL_MEXICO,SOCIAL,1511.83
2025-02-01,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,1829.3
2025-02-01,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,1079.44
2025-02-01,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,2318.11
2025-02-01,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,1400.74
2025-02-01,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,756.3
2025-02-01,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,1098.72
2025-02-02,MEXICO,ORGANIC_MEXICO,ORGANIC,1684.6
2025-02-02,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,1879.2
2025-02-02,MEXICO,SOCIAL_MEXICO,SOCIAL,776.24
2025-02-02,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,1068.9
2025-02-02,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,1451.38
2025-02-02,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,2918.29
2025-02-02,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,589.29
2025-02-02,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,1993.48
2025-02-02,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,2023.65
2025-02-03,MEXICO,ORGANIC_MEXICO,ORGANIC,1817.79
2025-02-03,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,2717.61
2025-02-03,MEXICO,SOCIAL_MEXICO,SOCIAL,1180.55
2025-02-03,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,980.11
2025-02-03,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,2296.49
2025-02-03,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,1075.63
2025-02-03,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,2303.33
2025-02-03,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,2738.63
2025-02-03,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,2289.75
2025-02-04,MEXICO,ORGANIC_MEXICO,ORGANIC,2910.33
2025-02-04,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,2316.15
2025-02-04,MEXICO,SOCIAL_MEXICO,SOCIAL,2799.33
2025-02-04,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,624.1
2025-02-04,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,2179.55
2025-02-04,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,2062.64
2025-02-04,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,541.15
2025-02-04,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,1460.28
2025-02-04,ARGENTINA,SOCIAL_ARGENTINA,SOCIAL,2079.35
2025-02-05,MEXICO,ORGANIC_MEXICO,ORGANIC,1174.93
2025-02-05,MEXICO,PAID_SEARCH_MEXICO,PAID_SEARCH,1361.32
2025-02-05,MEXICO,SOCIAL_MEXICO,SOCIAL,1783.67
2025-02-05,COLOMBIA,ORGANIC_COLOMBIA,ORGANIC,1535.18
2025-02-05,COLOMBIA,PAID_SEARCH_COLOMBIA,PAID_SEARCH,1889.29
2025-02-05,COLOMBIA,SOCIAL_COLOMBIA,SOCIAL,1873.36
2025-02-05,ARGENTINA,ORGANIC_ARGENTINA,ORGANIC,512.58
2025-02-05,ARGENTINA,PAID_SEARCH_ARGENTINA,PAID_SEARCH,873.01
